Siparis_ID,Siparis_Tarihi,Musteri_ID,Ad,Sehir,Urun_ID,Kategori,Birim_Fiyat,Adet,Toplam_Tutar
5363,2023-06-24,M002,Elif,Antalya,U005,Kitap,454,3,1362
5364,2023-09-24,M052,Ayşe,Ankara,U004,Giyim,124,1,124
5365,2023-10-04,M077,Fatma,İstanbul,U002,Kitap,197,1,197
5366,2023-10-18,M013,Canan,Bursa,U002,Kitap,197,3,591
5367,2023-09-07,M022,Fatma,İstanbul,U008,Giyim,303,2,606
5368,2023-09-16,M010,Ali,Bursa,U018,Giyim,130,1,130
5369,2023-09-05,M027,Ayşe,İstanbul,U016,Elektronik,2627,3,7881
5370,2023-08-31,M078,Hüseyin,İstanbul,U017,Giyim,395,2,790
5371,2023-08-25,M066,Elif,Ankara,U014,Kitap,374,2,748
5372,2023-08-26,M080,Elif,Bursa,U011,Elektronik,1480,3,4440
5373,2023-06-17,M045,Mehmet,Bursa,U018,Giyim,130,1,130
5374,2023-07-04,M018,Mustafa,Bursa,U010,Kitap,187,1,187
5375,2023-06-19,M040,Mehmet,Bursa,U011,Elektronik,1480,2,2960
5376,2023-09-06,M018,Mustafa,Bursa,U015,Kitap,278,3,834
5377,2023-06-17,M067,Canan,Bursa,U018,Giyim,130,2,260
5378,2023-07-11,M063,Ali,İstanbul,U008,Giyim,303,3,909
5379,2023-07-31,M008,Mehmet,Antalya,U006,Kitap,125,2,250
5380,2023-09-10,M087,Ayşe,Antalya,U013,Elektronik,1127,2,2254
5381,2023-08-18,M020,Canan,İzmir,U015,Kitap,278,2,556
5382,2023-06-13,M053,Canan,Bursa,U019,Elektronik,4784,2,9568
5383,2023-09-05,M086,Elif,Antalya,U002,Kitap,197,1,197
5384,2023-06-07,M085,Ali,Bursa,U003,Kitap,388,2,776
5385,2023-06-22,M056,Ali,Bursa,U018,Giyim,130,1,130
5386,2023-09-07,M051,Ayşe,İstanbul,U001,Elektronik,2389,3,7167
5387,2023-07-08,M022,Fatma,İstanbul,U015,Kitap,278,3,834
5388,2023-06-29,M041,Fatma,Antalya,U015,Kitap,278,2,556
5389,2023-09-03,M004,Ali,Ankara,U013,Elektronik,1127,2,2254
5390,2023-09-25,M068,Zeynep,Ankara,U015,Kitap,278,3,834
5391,2023-10-14,M006,Ayşe,Ankara,U008,Giyim,303,1,303
5392,2023-07-21,M057,Zeynep,Antalya,U005,Kitap,454,2,908
5393,2023-08-16,M058,Mehmet,Ankara,U006,Kitap,125,2,250
5394,2023-10-06,M063,Ali,İstanbul,U009,Giyim,407,2,814
5395,2023-06-15,M022,Fatma,İstanbul,U009,Giyim,407,2,814
5396,2023-08-18,M042,Mustafa,Bursa,U003,Kitap,388,2,776
5397,2023-06-29,M015,Mehmet,Ankara,U015,Kitap,278,3,834
5398,2023-07-27,M031,Canan,Antalya,U012,Kitap,276,3,828
5399,2023-10-19,M009,Hüseyin,Bursa,U018,Giyim,130,2,260
5400,2023-07-21,M014,Canan,İstanbul,U011,Elektronik,1480,3,4440
5401,2023-07-03,M083,Mustafa,İzmir,U010,Kitap,187,3,561
5402,2023-07-20,M036,Fatma,İstanbul,U003,Kitap,388,3,1164
5403,2023-08-16,M096,Ayşe,Antalya,U012,Kitap,276,3,828
5404,2023-08-16,M054,Mehmet,Bursa,U007,Elektronik,3314,1,3314
5405,2023-10-11,M055,Mustafa,Bursa,U019,Elektronik,4784,3,14352
5406,2023-09-09,M074,Canan,İzmir,U007,Elektronik,3314,3,9942
5407,2023-06-03,M084,Elif,İzmir,U001,Elektronik,2389,1,2389
5408,2023-08-08,M098,Ayşe,Bursa,U011,Elektronik,1480,3,4440
5409,2023-06-24,M085,Ali,Bursa,U002,Kitap,197,3,591
5410,2023-09-10,M001,Canan,İstanbul,U014,Kitap,374,1,374
5411,2023-06-22,M005,Mustafa,Bursa,U002,Kitap,197,1,197
5412,2023-08-10,M043,Elif,İstanbul,U018,Giyim,130,2,260
5413,2023-10-16,M069,Canan,Ankara,U019,Elektronik,4784,1,4784
5414,2023-09-10,M035,Zeynep,İzmir,U014,Kitap,374,1,374
5415,2023-10-16,M078,Hüseyin,İstanbul,U018,Giyim,130,1,130
5416,2023-07-14,M017,Fatma,İzmir,U019,Elektronik,4784,3,14352
5417,2023-07-04,M021,Mehmet,Ankara,U019,Elektronik,4784,3,14352
5418,2023-10-05,M050,Ahmet,Bursa,U004,Giyim,124,2,248
5419,2023-10-26,M040,Mehmet,Bursa,U003,Kitap,388,3,1164
5420,2023-09-02,M049,Ayşe,Bursa,U008,Giyim,303,2,606
5421,2023-06-17,M095,Fatma,Ankara,U019,Elektronik,4784,1,4784
5422,2023-10-12,M016,Mustafa,İzmir,U019,Elektronik,4784,3,14352
5423,2023-10-04,M047,Hüseyin,Bursa,U017,Giyim,395,1,395
5424,2023-08-01,M084,Elif,İzmir,U016,Elektronik,2627,3,7881
5425,2023-09-18,M078,Hüseyin,İstanbul,U008,Giyim,303,3,909
5426,2023-09-07,M045,Mehmet,Bursa,U008,Giyim,303,3,909
5427,2023-10-12,M066,Elif,Ankara,U007,Elektronik,3314,2,6628
5428,2023-10-17,M059,Canan,İstanbul,U002,Kitap,197,2,394
5429,2023-09-27,M073,Mustafa,Ankara,U020,Giyim,461,3,1383
5430,2023-08-08,M085,Ali,Bursa,U009,Giyim,407,1,407
5431,2023-09-06,M067,Canan,Bursa,U010,Kitap,187,2,374
5432,2023-10-02,M100,Canan,İstanbul,U016,Elektronik,2627,2,5254
5433,2023-06-07,M098,Ayşe,Bursa,U014,Kitap,374,1,374
5434,2023-08-02,M035,Zeynep,İzmir,U006,Kitap,125,2,250
5435,2023-10-11,M016,Mustafa,İzmir,U014,Kitap,374,3,1122
5436,2023-08-27,M090,Canan,İstanbul,U015,Kitap,278,3,834
5437,2023-06-14,M046,Canan,İzmir,U015,Kitap,278,2,556
5438,2023-06-21,M015,Mehmet,Ankara,U013,Elektronik,1127,2,2254
5439,2023-10-02,M080,Elif,Bursa,U008,Giyim,303,1,303
5440,2023-07-12,M045,Mehmet,Bursa,U006,Kitap,125,1,125
5441,2023-06-04,M035,Zeynep,İzmir,U020,Giyim,461,1,461
5442,2023-08-24,M059,Canan,İstanbul,U011,Elektronik,1480,3,4440
5443,2023-06-27,M036,Fatma,İstanbul,U013,Elektronik,1127,1,1127
5444,2023-09-28,M042,Mustafa,Bursa,U009,Giyim,407,3,1221
5445,2023-08-08,M038,Fatma,İstanbul,U011,Elektronik,1480,2,2960
5446,2023-08-31,M005,Mustafa,Bursa,U013,Elektronik,1127,2,2254
5447,2023-07-12,M008,Mehmet,Antalya,U020,Giyim,461,2,922
5448,2023-06-04,M033,Ali,Ankara,U013,Elektronik,1127,2,2254
5449,2023-10-21,M040,Mehmet,Bursa,U001,Elektronik,2389,3,7167
5450,2023-06-23,M058,Mehmet,Ankara,U017,Giyim,395,2,790
5451,2023-09-07,M044,Elif,Bursa,U020,Giyim,461,2,922
5452,2023-06-09,M047,Hüseyin,Bursa,U004,Giyim,124,2,248
5453,2023-10-16,M089,Canan,Bursa,U015,Kitap,278,2,556
5454,2023-07-12,M025,Mehmet,Bursa,U006,Kitap,125,3,375
5455,2023-09-29,M096,Ayşe,Antalya,U005,Kitap,454,1,454
5456,2023-09-21,M076,Canan,Bursa,U011,Elektronik,1480,1,1480
5457,2023-06-22,M046,Canan,İzmir,U004,Giyim,124,3,372
5458,2023-07-21,M005,Mustafa,Bursa,U015,Kitap,278,2,556
5459,2023-09-12,M081,Fatma,İzmir,U019,Elektronik,4784,2,9568
5460,2023-07-14,M012,Elif,Ankara,U006,Kitap,125,2,250
5461,2023-08-25,M058,Mehmet,Ankara,U009,Giyim,407,1,407
5462,2023-08-17,M074,Canan,İzmir,U012,Kitap,276,1,276
5463,2023-10-20,M074,Canan,İzmir,U005,Kitap,454,2,908
5464,2023-06-21,M038,Fatma,İstanbul,U010,Kitap,187,2,374
5465,2023-07-15,M083,Mustafa,İzmir,U007,Elektronik,3314,2,6628
5466,2023-10-09,M007,Zeynep,İstanbul,U015,Kitap,278,3,834
5467,2023-10-09,M094,Ali,Antalya,U002,Kitap,197,3,591
5468,2023-08-15,M020,Canan,İzmir,U012,Kitap,276,1,276
5469,2023-07-15,M051,Ayşe,İstanbul,U016,Elektronik,2627,3,7881
5470,2023-09-02,M052,Ayşe,Ankara,U009,Giyim,407,1,407
5471,2023-06-24,M038,Fatma,İstanbul,U002,Kitap,197,1,197
5472,2023-08-27,M082,Ali,Antalya,U020,Giyim,461,1,461
5473,2023-08-24,M093,Hüseyin,Antalya,U009,Giyim,407,1,407
5474,2023-09-01,M011,Ali,İzmir,U014,Kitap,374,3,1122
5475,2023-10-19,M054,Mehmet,Bursa,U019,Elektronik,4784,3,14352
5476,2023-08-06,M091,Ali,İstanbul,U017,Giyim,395,1,395
5477,2023-07-06,M094,Ali,Antalya,U018,Giyim,130,3,390
5478,2023-07-29,M048,Mehmet,Antalya,U011,Elektronik,1480,3,4440
5479,2023-10-01,M071,Ali,Bursa,U009,Giyim,407,1,407
5480,2023-07-15,M097,Fatma,Antalya,U020,Giyim,461,2,922
5481,2023-08-12,M077,Fatma,İstanbul,U019,Elektronik,4784,2,9568
5482,2023-06-05,M056,Ali,Bursa,U009,Giyim,407,2,814
5483,2023-10-26,M037,Ahmet,İzmir,U013,Elektronik,1127,3,3381
5484,2023-06-20,M044,Elif,Bursa,U019,Elektronik,4784,3,14352
5485,2023-07-14,M050,Ahmet,Bursa,U011,Elektronik,1480,3,4440
5486,2023-07-23,M007,Zeynep,İstanbul,U007,Elektronik,3314,2,6628
5487,2023-08-23,M095,Fatma,Ankara,U019,Elektronik,4784,2,9568
5488,2023-06-29,M047,Hüseyin,Bursa,U015,Kitap,278,1,278
5489,2023-09-01,M016,Mustafa,İzmir,U019,Elektronik,4784,3,14352
5490,2023-10-07,M025,Mehmet,Bursa,U018,Giyim,130,3,390
5491,2023-07-15,M069,Canan,Ankara,U001,Elektronik,2389,1,2389
5492,2023-09-17,M067,Canan,Bursa,U011,Elektronik,1480,3,4440
5493,2023-09-15,M094,Ali,Antalya,U010,Kitap,187,2,374
5494,2023-07-13,M014,Canan,İstanbul,U015,Kitap,278,2,556
5495,2023-09-02,M013,Canan,Bursa,U012,Kitap,276,2,552
5496,2023-10-17,M034,Mehmet,Ankara,U011,Elektronik,1480,1,1480
5497,2023-07-15,M002,Elif,Antalya,U014,Kitap,374,1,374
5498,2023-10-28,M014,Canan,İstanbul,U011,Elektronik,1480,2,2960
5499,2023-06-06,M099,Canan,Antalya,U014,Kitap,374,2,748
5500,2023-10-15,M035,Zeynep,İzmir,U014,Kitap,374,2,748
5501,2023-10-21,M068,Zeynep,Ankara,U020,Giyim,461,3,1383
5502,2023-08-04,M044,Elif,Bursa,U018,Giyim,130,1,130
5503,2023-06-14,M054,Mehmet,Bursa,U018,Giyim,130,1,130
5504,2023-06-10,M086,Elif,Antalya,U007,Elektronik,3314,1,3314
5505,2023-10-22,M020,Canan,İzmir,U015,Kitap,278,1,278
5506,2023-08-13,M012,Elif,Ankara,U019,Elektronik,4784,2,9568
5507,2023-07-15,M096,Ayşe,Antalya,U015,Kitap,278,3,834
5508,2023-06-02,M005,Mustafa,Bursa,U005,Kitap,454,1,454
5509,2023-10-28,M031,Canan,Antalya,U001,Elektronik,2389,3,7167
5510,2023-09-12,M090,Canan,İstanbul,U020,Giyim,461,3,1383
5511,2023-06-01,M047,Hüseyin,Bursa,U017,Giyim,395,3,1185
5512,2023-08-02,M009,Hüseyin,Bursa,U009,Giyim,407,1,407
5513,2023-07-31,M047,Hüseyin,Bursa,U006,Kitap,125,3,375
5514,2023-06-05,M059,Canan,İstanbul,U014,Kitap,374,3,1122
5515,2023-08-19,M014,Canan,İstanbul,U002,Kitap,197,2,394
5516,2023-06-14,M068,Zeynep,Ankara,U018,Giyim,130,1,130
5517,2023-09-09,M065,Ayşe,İzmir,U011,Elektronik,1480,2,2960
5518,2023-09-27,M029,Hüseyin,Bursa,U010,Kitap,187,3,561
5519,2023-06-24,M099,Canan,Antalya,U015,Kitap,278,1,278
5520,2023-06-10,M034,Mehmet,Ankara,U002,Kitap,197,1,197
5521,2023-09-02,M090,Canan,İstanbul,U002,Kitap,197,2,394
5522,2023-07-20,M071,Ali,Bursa,U016,Elektronik,2627,3,7881
5523,2023-07-08,M010,Ali,Bursa,U013,Elektronik,1127,3,3381
5524,2023-09-13,M020,Canan,İzmir,U010,Kitap,187,3,561
5525,2023-10-04,M098,Ayşe,Bursa,U003,Kitap,388,1,388
5526,2023-09-10,M084,Elif,İzmir,U015,Kitap,278,1,278
5527,2023-10-16,M022,Fatma,İstanbul,U017,Giyim,395,2,790
5528,2023-10-06,M094,Ali,Antalya,U006,Kitap,125,1,125
5529,2023-08-04,M085,Ali,Bursa,U020,Giyim,461,2,922
5530,2023-07-21,M098,Ayşe,Bursa,U009,Giyim,407,2,814
5531,2023-07-29,M047,Hüseyin,Bursa,U018,Giyim,130,2,260
5532,2023-07-04,M069,Canan,Ankara,U003,Kitap,388,1,388
5533,2023-06-07,M064,Canan,Antalya,U020,Giyim,461,2,922
5534,2023-09-15,M028,Mehmet,Ankara,U019,Elektronik,4784,3,14352
5535,2023-09-16,M022,Fatma,İstanbul,U003,Kitap,388,1,388
5536,2023-08-03,M052,Ayşe,Ankara,U003,Kitap,388,1,388
5537,2023-07-30,M050,Ahmet,Bursa,U015,Kitap,278,1,278
5538,2023-09-26,M065,Ayşe,İzmir,U017,Giyim,395,1,395
5539,2023-10-06,M023,Elif,İzmir,U004,Giyim,124,1,124
5540,2023-08-08,M023,Elif,İzmir,U018,Giyim,130,3,390
5541,2023-10-13,M015,Mehmet,Ankara,U006,Kitap,125,2,250
5542,2023-08-30,M079,Zeynep,İzmir,U019,Elektronik,4784,3,14352
5543,2023-06-14,M015,Mehmet,Ankara,U006,Kitap,125,3,375
5544,2023-07-06,M028,Mehmet,Ankara,U005,Kitap,454,3,1362
5545,2023-09-09,M034,Mehmet,Ankara,U008,Giyim,303,2,606
5546,2023-08-22,M061,Elif,İstanbul,U020,Giyim,461,1,461
5547,2023-09-03,M064,Canan,Antalya,U012,Kitap,276,1,276
5548,2023-07-28,M001,Canan,İstanbul,U020,Giyim,461,1,461
5549,2023-07-28,M006,Ayşe,Ankara,U018,Giyim,130,2,260
5550,2023-10-11,M063,Ali,İstanbul,U010,Kitap,187,2,374
5551,2023-08-20,M003,Fatma,Bursa,U004,Giyim,124,1,124
5552,2023-07-24,M057,Zeynep,Antalya,U003,Kitap,388,1,388
5553,2023-06-03,M090,Canan,İstanbul,U009,Giyim,407,1,407
5554,2023-07-19,M057,Zeynep,Antalya,U015,Kitap,278,1,278
5555,2023-06-03,M093,Hüseyin,Antalya,U007,Elektronik,3314,1,3314
5556,2023-10-08,M024,Ayşe,Antalya,U016,Elektronik,2627,3,7881
5557,2023-08-10,M070,Fatma,İstanbul,U010,Kitap,187,1,187
5558,2023-07-06,M031,Canan,Antalya,U002,Kitap,197,1,197
5559,2023-10-06,M014,Canan,İstanbul,U013,Elektronik,1127,2,2254
5560,2023-10-25,M042,Mustafa,Bursa,U009,Giyim,407,3,1221
5561,2023-07-24,M009,Hüseyin,Bursa,U003,Kitap,388,1,388
5562,2023-08-30,M051,Ayşe,İstanbul,U017,Giyim,395,3,1185
5563,2023-10-14,M008,Mehmet,Antalya,U012,Kitap,276,3,828
5564,2023-09-22,M049,Ayşe,Bursa,U014,Kitap,374,1,374
5565,2023-07-03,M018,Mustafa,Bursa,U007,Elektronik,3314,3,9942
5566,2023-09-21,M080,Elif,Bursa,U004,Giyim,124,2,248
5567,2023-09-04,M067,Canan,Bursa,U020,Giyim,461,1,461
5568,2023-10-01,M001,Canan,İstanbul,U014,Kitap,374,3,1122
5569,2023-10-15,M053,Canan,Bursa,U009,Giyim,407,3,1221
5570,2023-10-21,M095,Fatma,Ankara,U007,Elektronik,3314,3,9942
5571,2023-06-01,M007,Zeynep,İstanbul,U017,Giyim,395,2,790
5572,2023-10-24,M073,Mustafa,Ankara,U011,Elektronik,1480,2,2960
5573,2023-09-08,M016,Mustafa,İzmir,U014,Kitap,374,1,374
5574,2023-09-03,M078,Hüseyin,İstanbul,U001,Elektronik,2389,2,4778
5575,2023-07-04,M022,Fatma,İstanbul,U001,Elektronik,2389,3,7167
5576,2023-07-14,M027,Ayşe,İstanbul,U010,Kitap,187,2,374
5577,2023-06-20,M014,Canan,İstanbul,U012,Kitap,276,3,828
5578,2023-09-02,M064,Canan,Antalya,U011,Elektronik,1480,3,4440
5579,2023-09-25,M026,Zeynep,Antalya,U004,Giyim,124,2,248
5580,2023-07-16,M057,Zeynep,Antalya,U020,Giyim,461,2,922
5581,2023-10-17,M036,Fatma,İstanbul,U020,Giyim,461,2,922
5582,2023-09-08,M090,Canan,İstanbul,U009,Giyim,407,1,407
5583,2023-08-21,M083,Mustafa,İzmir,U010,Kitap,187,3,561
5584,2023-08-02,M014,Canan,İstanbul,U004,Giyim,124,3,372
5585,2023-07-15,M085,Ali,Bursa,U007,Elektronik,3314,1,3314
5586,2023-06-21,M022,Fatma,İstanbul,U006,Kitap,125,2,250
5587,2023-08-18,M042,Mustafa,Bursa,U014,Kitap,374,2,748
5588,2023-09-24,M074,Canan,İzmir,U016,Elektronik,2627,3,7881
5589,2023-07-06,M018,Mustafa,Bursa,U012,Kitap,276,3,828
5590,2023-10-10,M004,Ali,Ankara,U015,Kitap,278,2,556
5591,2023-09-19,M083,Mustafa,İzmir,U009,Giyim,407,2,814
5592,2023-07-08,M078,Hüseyin,İstanbul,U020,Giyim,461,2,922
5593,2023-10-15,M095,Fatma,Ankara,U017,Giyim,395,3,1185
5594,2023-06-02,M005,Mustafa,Bursa,U020,Giyim,461,1,461
5595,2023-09-10,M036,Fatma,İstanbul,U002,Kitap,197,1,197
5596,2023-08-17,M010,Ali,Bursa,U004,Giyim,124,1,124
5597,2023-08-27,M025,Mehmet,Bursa,U018,Giyim,130,1,130
5598,2023-07-23,M070,Fatma,İstanbul,U013,Elektronik,1127,2,2254
5599,2023-08-02,M084,Elif,İzmir,U011,Elektronik,1480,1,1480
5600,2023-09-26,M096,Ayşe,Antalya,U014,Kitap,374,1,374
5601,2023-08-27,M093,Hüseyin,Antalya,U012,Kitap,276,2,552
5602,2023-09-24,M023,Elif,İzmir,U006,Kitap,125,2,250
5603,2023-06-26,M073,Mustafa,Ankara,U020,Giyim,461,2,922
5604,2023-08-18,M020,Canan,İzmir,U009,Giyim,407,1,407
5605,2023-10-08,M015,Mehmet,Ankara,U020,Giyim,461,2,922
5606,2023-08-10,M072,Mustafa,Bursa,U016,Elektronik,2627,2,5254
5607,2023-09-02,M086,Elif,Antalya,U013,Elektronik,1127,3,3381
5608,2023-06-18,M029,Hüseyin,Bursa,U013,Elektronik,1127,3,3381
5609,2023-07-31,M100,Canan,İstanbul,U001,Elektronik,2389,3,7167
5610,2023-08-08,M033,Ali,Ankara,U003,Kitap,388,3,1164
5611,2023-06-27,M033,Ali,Ankara,U020,Giyim,461,1,461
5612,2023-07-17,M013,Canan,Bursa,U007,Elektronik,3314,3,9942
5613,2023-06-18,M093,Hüseyin,Antalya,U014,Kitap,374,2,748
5614,2023-10-28,M023,Elif,İzmir,U011,Elektronik,1480,3,4440
5615,2023-08-27,M029,Hüseyin,Bursa,U008,Giyim,303,2,606
5616,2023-08-01,M065,Ayşe,İzmir,U011,Elektronik,1480,3,4440
5617,2023-08-10,M082,Ali,Antalya,U006,Kitap,125,3,375
5618,2023-06-23,M001,Canan,İstanbul,U009,Giyim,407,2,814
5619,2023-09-24,M002,Elif,Antalya,U017,Giyim,395,1,395
5620,2023-10-16,M090,Canan,İstanbul,U003,Kitap,388,2,776
5621,2023-08-16,M053,Canan,Bursa,U008,Giyim,303,2,606
5622,2023-06-11,M071,Ali,Bursa,U006,Kitap,125,2,250
5623,2023-08-07,M098,Ayşe,Bursa,U014,Kitap,374,2,748
5624,2023-07-15,M009,Hüseyin,Bursa,U019,Elektronik,4784,2,9568
5625,2023-09-01,M052,Ayşe,Ankara,U016,Elektronik,2627,3,7881
5626,2023-10-04,M075,Ahmet,Ankara,U008,Giyim,303,3,909
5627,2023-09-05,M017,Fatma,İzmir,U020,Giyim,461,1,461
5628,2023-07-29,M020,Canan,İzmir,U006,Kitap,125,2,250
5629,2023-08-07,M083,Mustafa,İzmir,U019,Elektronik,4784,1,4784
5630,2023-10-27,M089,Canan,Bursa,U018,Giyim,130,2,260
5631,2023-06-03,M055,Mustafa,Bursa,U002,Kitap,197,1,197
5632,2023-09-17,M029,Hüseyin,Bursa,U011,Elektronik,1480,1,1480
5633,2023-06-15,M081,Fatma,İzmir,U007,Elektronik,3314,1,3314
5634,2023-09-14,M017,Fatma,İzmir,U001,Elektronik,2389,2,4778
5635,2023-08-23,M099,Canan,Antalya,U001,Elektronik,2389,3,7167
5636,2023-09-02,M060,Fatma,Antalya,U011,Elektronik,1480,1,1480
5637,2023-09-10,M018,Mustafa,Bursa,U010,Kitap,187,2,374
5638,2023-10-05,M094,Ali,Antalya,U020,Giyim,461,3,1383
5639,2023-06-29,M021,Mehmet,Ankara,U006,Kitap,125,2,250
5640,2023-07-30,M067,Canan,Bursa,U016,Elektronik,2627,1,2627
5641,2023-09-11,M097,Fatma,Antalya,U014,Kitap,374,1,374
5642,2023-10-14,M003,Fatma,Bursa,U004,Giyim,124,1,124
5643,2023-08-01,M040,Mehmet,Bursa,U003,Kitap,388,3,1164
5644,2023-10-01,M068,Zeynep,Ankara,U006,Kitap,125,3,375
5645,2023-09-29,M008,Mehmet,Antalya,U011,Elektronik,1480,3,4440
5646,2023-09-16,M006,Ayşe,Ankara,U016,Elektronik,2627,1,2627
5647,2023-07-20,M001,Canan,İstanbul,U009,Giyim,407,2,814
5648,2023-10-01,M083,Mustafa,İzmir,U017,Giyim,395,2,790
5649,2023-09-16,M064,Canan,Antalya,U008,Giyim,303,1,303
5650,2023-07-18,M011,Ali,İzmir,U007,Elektronik,3314,3,9942
5651,2023-10-01,M076,Canan,Bursa,U019,Elektronik,4784,1,4784
5652,2023-06-01,M052,Ayşe,Ankara,U002,Kitap,197,1,197
5653,2023-08-10,M087,Ayşe,Antalya,U013,Elektronik,1127,1,1127
5654,2023-10-14,M034,Mehmet,Ankara,U005,Kitap,454,3,1362
5655,2023-07-22,M089,Canan,Bursa,U011,Elektronik,1480,1,1480
5656,2023-10-18,M066,Elif,Ankara,U006,Kitap,125,3,375
5657,2023-10-05,M070,Fatma,İstanbul,U013,Elektronik,1127,2,2254
5658,2023-09-08,M086,Elif,Antalya,U008,Giyim,303,2,606
5659,2023-07-05,M084,Elif,İzmir,U001,Elektronik,2389,2,4778
5660,2023-08-09,M032,Ayşe,İzmir,U012,Kitap,276,3,828
5661,2023-06-21,M019,Elif,İstanbul,U006,Kitap,125,3,375
5662,2023-09-11,M014,Canan,İstanbul,U013,Elektronik,1127,3,3381
5663,2023-09-14,M045,Mehmet,Bursa,U001,Elektronik,2389,3,7167
5664,2023-09-28,M009,Hüseyin,Bursa,U019,Elektronik,4784,1,4784
5665,2023-09-12,M048,Mehmet,Antalya,U014,Kitap,374,3,1122
5666,2023-09-10,M098,Ayşe,Bursa,U006,Kitap,125,3,375
5667,2023-08-02,M006,Ayşe,Ankara,U010,Kitap,187,1,187
5668,2023-10-09,M030,Fatma,İzmir,U014,Kitap,374,3,1122
5669,2023-06-30,M003,Fatma,Bursa,U018,Giyim,130,2,260
5670,2023-07-23,M027,Ayşe,İstanbul,U017,Giyim,395,2,790
5671,2023-08-22,M074,Canan,İzmir,U012,Kitap,276,1,276
5672,2023-06-23,M042,Mustafa,Bursa,U017,Giyim,395,3,1185
5673,2023-09-21,M088,Zeynep,Bursa,U004,Giyim,124,1,124
5674,2023-09-02,M035,Zeynep,İzmir,U009,Giyim,407,3,1221
5675,2023-09-20,M077,Fatma,İstanbul,U007,Elektronik,3314,3,9942
5676,2023-06-16,M091,Ali,İstanbul,U011,Elektronik,1480,1,1480
5677,2023-09-04,M020,Canan,İzmir,U005,Kitap,454,3,1362
5678,2023-08-30,M023,Elif,İzmir,U017,Giyim,395,1,395
5679,2023-06-15,M053,Canan,Bursa,U007,Elektronik,3314,1,3314
5680,2023-07-02,M039,Elif,Bursa,U002,Kitap,197,2,394
5681,2023-06-10,M015,Mehmet,Ankara,U015,Kitap,278,1,278
5682,2023-09-15,M089,Canan,Bursa,U016,Elektronik,2627,1,2627
5683,2023-07-23,M018,Mustafa,Bursa,U002,Kitap,197,1,197
5684,2023-07-31,M097,Fatma,Antalya,U005,Kitap,454,3,1362
5685,2023-08-28,M071,Ali,Bursa,U018,Giyim,130,1,130
5686,2023-08-14,M097,Fatma,Antalya,U014,Kitap,374,2,748
5687,2023-07-04,M100,Canan,İstanbul,U012,Kitap,276,3,828
5688,2023-06-28,M060,Fatma,Antalya,U011,Elektronik,1480,2,2960
5689,2023-08-07,M083,Mustafa,İzmir,U018,Giyim,130,1,130
5690,2023-10-26,M055,Mustafa,Bursa,U020,Giyim,461,3,1383
5691,2023-07-15,M072,Mustafa,Bursa,U008,Giyim,303,3,909
5692,2023-07-03,M045,Mehmet,Bursa,U010,Kitap,187,2,374
5693,2023-07-03,M076,Canan,Bursa,U005,Kitap,454,2,908
5694,2023-06-07,M019,Elif,İstanbul,U003,Kitap,388,1,388
5695,2023-10-29,M084,Elif,İzmir,U015,Kitap,278,2,556
5696,2023-09-02,M064,Canan,Antalya,U012,Kitap,276,2,552
5697,2023-08-27,M090,Canan,İstanbul,U011,Elektronik,1480,3,4440
5698,2023-08-05,M098,Ayşe,Bursa,U001,Elektronik,2389,2,4778
5699,2023-07-21,M055,Mustafa,Bursa,U014,Kitap,374,2,748
5700,2023-06-10,M025,Mehmet,Bursa,U020,Giyim,461,1,461
5701,2023-09-25,M037,Ahmet,İzmir,U008,Giyim,303,1,303
5702,2023-09-13,M010,Ali,Bursa,U018,Giyim,130,2,260
5703,2023-08-26,M073,Mustafa,Ankara,U019,Elektronik,4784,3,14352
5704,2023-06-02,M100,Canan,İstanbul,U013,Elektronik,1127,1,1127
5705,2023-09-19,M082,Ali,Antalya,U002,Kitap,197,1,197
5706,2023-06-19,M013,Canan,Bursa,U012,Kitap,276,3,828
5707,2023-07-01,M023,Elif,İzmir,U007,Elektronik,3314,1,3314
5708,2023-09-30,M011,Ali,İzmir,U002,Kitap,197,3,591
5709,2023-09-28,M005,Mustafa,Bursa,U020,Giyim,461,3,1383
5710,2023-09-26,M061,Elif,İstanbul,U016,Elektronik,2627,3,7881
5711,2023-10-05,M062,Ali,Bursa,U010,Kitap,187,1,187
5712,2023-10-15,M098,Ayşe,Bursa,U005,Kitap,454,3,1362
5713,2023-07-21,M011,Ali,İzmir,U019,Elektronik,4784,2,9568
5714,2023-09-16,M004,Ali,Ankara,U001,Elektronik,2389,1,2389
5715,2023-10-20,M077,Fatma,İstanbul,U008,Giyim,303,3,909
5716,2023-06-26,M004,Ali,Ankara,U007,Elektronik,3314,2,6628
5717,2023-06-09,M093,Hüseyin,Antalya,U005,Kitap,454,2,908
5718,2023-08-16,M083,Mustafa,İzmir,U010,Kitap,187,3,561
5719,2023-08-16,M063,Ali,İstanbul,U009,Giyim,407,2,814
5720,2023-07-18,M035,Zeynep,İzmir,U008,Giyim,303,1,303
5721,2023-09-13,M099,Canan,Antalya,U020,Giyim,461,2,922
5722,2023-06-22,M074,Canan,İzmir,U010,Kitap,187,1,187
5723,2023-06-05,M058,Mehmet,Ankara,U018,Giyim,130,3,390
5724,2023-10-15,M004,Ali,Ankara,U008,Giyim,303,2,606
5725,2023-08-21,M007,Zeynep,İstanbul,U007,Elektronik,3314,3,9942
